Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1,unemployed_rate
2018,SD,South Dakota,Breast Cancer,Mortality,Average Annual Number,106,Overall,Overall,3
2018,SD,South Dakota,Breast Cancer,Incidence,Average Annual Number,636,Overall,Overall,3
2018,SD,South Dakota,Breast Cancer,Mortality,Average Annual Number,100,Race/Ethnicity,"White, non-Hispanic",3
2018,SD,South Dakota,Breast Cancer,Incidence,Average Annual Number,589,Race/Ethnicity,"White, non-Hispanic",3
2019,SD,South Dakota,Breast Cancer,Incidence,Average Annual Number,648,Gender,Female,2.8
2019,SD,South Dakota,Breast Cancer,Mortality,Average Annual Number,107,Gender,Female,2.8
2019,SD,South Dakota,Breast Cancer,Incidence,Average Annual Number,6,Race/Ethnicity,Hispanic,2.8
2019,SD,South Dakota,Breast Cancer,Incidence,Average Annual Number,648,Overall,Overall,2.8
2019,SD,South Dakota,Breast Cancer,Mortality,Average Annual Number,107,Overall,Overall,2.8
2019,SD,South Dakota,Breast Cancer,Mortality,Average Annual Number,99,Race/Ethnicity,"White, non-Hispanic",2.8
2019,SD,South Dakota,Breast Cancer,Incidence,Average Annual Number,600,Race/Ethnicity,"White, non-Hispanic",2.8
2015,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,728,Race/Ethnicity,"Black, non-Hispanic",6.1
2015,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,176,Race/Ethnicity,"Black, non-Hispanic",6.1
2015,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,4969,Gender,Female,6.1
2015,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,913,Gender,Female,6.1
2015,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,7,Race/Ethnicity,Hispanic,6.1
2015,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,55,Race/Ethnicity,Hispanic,6.1
2015,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,913,Overall,Overall,6.1
2015,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,4969,Overall,Overall,6.1
2015,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,4123,Race/Ethnicity,"White, non-Hispanic",6.1
2015,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,723,Race/Ethnicity,"White, non-Hispanic",6.1
2016,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,727,Race/Ethnicity,"Black, non-Hispanic",4.8
2016,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,173,Race/Ethnicity,"Black, non-Hispanic",4.8
2016,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,931,Gender,Female,4.8
2016,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,5045,Gender,Female,4.8
2016,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,59,Race/Ethnicity,Hispanic,4.8
2016,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,9,Race/Ethnicity,Hispanic,4.8
2016,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,931,Overall,Overall,4.8
2016,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,5045,Overall,Overall,4.8
2016,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,4190,Race/Ethnicity,"White, non-Hispanic",4.8
2016,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,742,Race/Ethnicity,"White, non-Hispanic",4.8
2017,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,172,Race/Ethnicity,"Black, non-Hispanic",4.6
2017,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,742,Race/Ethnicity,"Black, non-Hispanic",4.6
2017,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,934,Gender,Female,4.6
2017,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,5129,Gender,Female,4.6
2017,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,10,Race/Ethnicity,Hispanic,4.6
2017,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,67,Race/Ethnicity,Hispanic,4.6
2017,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,934,Overall,Overall,4.6
2017,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,5129,Overall,Overall,4.6
2017,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,4247,Race/Ethnicity,"White, non-Hispanic",4.6
2017,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,742,Race/Ethnicity,"White, non-Hispanic",4.6
2018,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,180,Race/Ethnicity,"Black, non-Hispanic",3.5
2018,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,752,Race/Ethnicity,"Black, non-Hispanic",3.5
2018,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,955,Gender,Female,3.5
2018,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,5189,Gender,Female,3.5
2018,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,74,Race/Ethnicity,Hispanic,3.5
2018,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,Hispanic,3.5
2018,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,5189,Overall,Overall,3.5
2018,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,955,Overall,Overall,3.5
2018,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,754,Race/Ethnicity,"White, non-Hispanic",3.5
2018,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,4283,Race/Ethnicity,"White, non-Hispanic",3.5
2019,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,755,Race/Ethnicity,"Black, non-Hispanic",3.5
2019,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,177,Race/Ethnicity,"Black, non-Hispanic",3.5
2019,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,5287,Gender,Female,3.5
2019,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,967,Gender,Female,3.5
2019,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,Hispanic,3.5
2019,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,82,Race/Ethnicity,Hispanic,3.5
2019,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,967,Overall,Overall,3.5
2019,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,5287,Overall,Overall,3.5
2019,TN,Tennessee,Breast Cancer,Mortality,Average Annual Number,770,Race/Ethnicity,"White, non-Hispanic",3.5
2019,TN,Tennessee,Breast Cancer,Incidence,Average Annual Number,4362,Race/Ethnicity,"White, non-Hispanic",3.5
2015,TX,Texas,Breast Cancer,Incidence,Average Annual Number,1883,Race/Ethnicity,"Black, non-Hispanic",4.6
2015,TX,Texas,Breast Cancer,Mortality,Average Annual Number,451,Race/Ethnicity,"Black, non-Hispanic",4.6
2015,TX,Texas,Breast Cancer,Mortality,Average Annual Number,2767,Gender,Female,4.6
2015,TX,Texas,Breast Cancer,Incidence,Average Annual Number,15538,Gender,Female,4.6
2015,TX,Texas,Breast Cancer,Incidence,Average Annual Number,3405,Race/Ethnicity,Hispanic,4.6
2015,TX,Texas,Breast Cancer,Mortality,Average Annual Number,542,Race/Ethnicity,Hispanic,4.6
2015,TX,Texas,Breast Cancer,Mortality,Average Annual Number,2767,Overall,Overall,4.6
2015,TX,Texas,Breast Cancer,Incidence,Average Annual Number,15538,Overall,Overall,4.6
2015,TX,Texas,Breast Cancer,Mortality,Average Annual Number,1710,Race/Ethnicity,"White, non-Hispanic",4.6
2015,TX,Texas,Breast Cancer,Incidence,Average Annual Number,9728,Race/Ethnicity,"White, non-Hispanic",4.6
2016,TX,Texas,Breast Cancer,Mortality,Average Annual Number,454,Race/Ethnicity,"Black, non-Hispanic",4.5
2016,TX,Texas,Breast Cancer,Incidence,Average Annual Number,1952,Race/Ethnicity,"Black, non-Hispanic",4.5
2016,TX,Texas,Breast Cancer,Incidence,Average Annual Number,15996,Gender,Female,4.5
2016,TX,Texas,Breast Cancer,Mortality,Average Annual Number,2825,Gender,Female,4.5
2016,TX,Texas,Breast Cancer,Incidence,Average Annual Number,3551,Race/Ethnicity,Hispanic,4.5
2016,TX,Texas,Breast Cancer,Mortality,Average Annual Number,571,Race/Ethnicity,Hispanic,4.5
2016,TX,Texas,Breast Cancer,Incidence,Average Annual Number,15996,Overall,Overall,4.5
2016,TX,Texas,Breast Cancer,Mortality,Average Annual Number,2825,Overall,Overall,4.5
2016,TX,Texas,Breast Cancer,Mortality,Average Annual Number,1733,Race/Ethnicity,"White, non-Hispanic",4.5
2016,TX,Texas,Breast Cancer,Incidence,Average Annual Number,9926,Race/Ethnicity,"White, non-Hispanic",4.5
2017,TX,Texas,Breast Cancer,Mortality,Average Annual Number,451,Race/Ethnicity,"Black, non-Hispanic",4.8
2017,TX,Texas,Breast Cancer,Incidence,Average Annual Number,2000,Race/Ethnicity,"Black, non-Hispanic",4.8
2017,TX,Texas,Breast Cancer,Mortality,Average Annual Number,2858,Gender,Female,4.8
2017,TX,Texas,Breast Cancer,Incidence,Average Annual Number,16421,Gender,Female,4.8
2017,TX,Texas,Breast Cancer,Mortality,Average Annual Number,587,Race/Ethnicity,Hispanic,4.8
2017,TX,Texas,Breast Cancer,Incidence,Average Annual Number,3701,Race/Ethnicity,Hispanic,4.8
2017,TX,Texas,Breast Cancer,Mortality,Average Annual Number,2858,Overall,Overall,4.8
2017,TX,Texas,Breast Cancer,Incidence,Average Annual Number,16421,Overall,Overall,4.8
2017,TX,Texas,Breast Cancer,Incidence,Average Annual Number,10103,Race/Ethnicity,"White, non-Hispanic",4.8
2017,TX,Texas,Breast Cancer,Mortality,Average Annual Number,1746,Race/Ethnicity,"White, non-Hispanic",4.8
2018,TX,Texas,Breast Cancer,Incidence,Average Annual Number,2053,Race/Ethnicity,"Black, non-Hispanic",4.1
2018,TX,Texas,Breast Cancer,Mortality,Average Annual Number,470,Race/Ethnicity,"Black, non-Hispanic",4.1
2018,TX,Texas,Breast Cancer,Incidence,Average Annual Number,16950,Gender,Female,4.1
2018,TX,Texas,Breast Cancer,Mortality,Average Annual Number,2932,Gender,Female,4.1
2018,TX,Texas,Breast Cancer,Incidence,Average Annual Number,3847,Race/Ethnicity,Hispanic,4.1
2018,TX,Texas,Breast Cancer,Mortality,Average Annual Number,603,Race/Ethnicity,Hispanic,4.1
2018,TX,Texas,Breast Cancer,Incidence,Average Annual Number,16950,Overall,Overall,4.1
2018,TX,Texas,Breast Cancer,Mortality,Average Annual Number,2932,Overall,Overall,4.1
2018,TX,Texas,Breast Cancer,Incidence,Average Annual Number,10370,Race/Ethnicity,"White, non-Hispanic",4.1
2018,TX,Texas,Breast Cancer,Mortality,Average Annual Number,1777,Race/Ethnicity,"White, non-Hispanic",4.1
2019,TX,Texas,Breast Cancer,Mortality,Average Annual Number,492,Race/Ethnicity,"Black, non-Hispanic",3.7
2019,TX,Texas,Breast Cancer,Incidence,Average Annual Number,2151,Race/Ethnicity,"Black, non-Hispanic",3.7
2019,TX,Texas,Breast Cancer,Mortality,Average Annual Number,3004,Gender,Female,3.7
2019,TX,Texas,Breast Cancer,Incidence,Average Annual Number,17596,Gender,Female,3.7
2019,TX,Texas,Breast Cancer,Incidence,Average Annual Number,4061,Race/Ethnicity,Hispanic,3.7
2019,TX,Texas,Breast Cancer,Mortality,Average Annual Number,625,Race/Ethnicity,Hispanic,3.7
2019,TX,Texas,Breast Cancer,Mortality,Average Annual Number,3004,Overall,Overall,3.7
2019,TX,Texas,Breast Cancer,Incidence,Average Annual Number,17596,Overall,Overall,3.7
2019,TX,Texas,Breast Cancer,Mortality,Average Annual Number,1798,Race/Ethnicity,"White, non-Hispanic",3.7
2019,TX,Texas,Breast Cancer,Incidence,Average Annual Number,10638,Race/Ethnicity,"White, non-Hispanic",3.7
2015,US,United States,Breast Cancer,Mortality,Average Annual Number,6122,Race/Ethnicity,"Black, non-Hispanic",5
2015,US,United States,Breast Cancer,Incidence,Average Annual Number,26956,Race/Ethnicity,"Black, non-Hispanic",5
2015,US,United States,Breast Cancer,Mortality,Average Annual Number,41134,Gender,Female,5
2015,US,United States,Breast Cancer,Incidence,Average Annual Number,236977,Gender,Female,5
2015,US,United States,Breast Cancer,Incidence,Average Annual Number,18877,Race/Ethnicity,Hispanic,5
2015,US,United States,Breast Cancer,Mortality,Average Annual Number,2643,Race/Ethnicity,Hispanic,5
2015,US,United States,Breast Cancer,Mortality,Average Annual Number,41134,Overall,Overall,5
2015,US,United States,Breast Cancer,Incidence,Average Annual Number,236977,Overall,Overall,5
2015,US,United States,Breast Cancer,Incidence,Average Annual Number,179309,Race/Ethnicity,"White, non-Hispanic",5
2015,US,United States,Breast Cancer,Mortality,Average Annual Number,31027,Race/Ethnicity,"White, non-Hispanic",5
2016,US,United States,Breast Cancer,Incidence,Average Annual Number,27618,Race/Ethnicity,"Black, non-Hispanic",4.7
2016,US,United States,Breast Cancer,Mortality,Average Annual Number,6146,Race/Ethnicity,"Black, non-Hispanic",4.7
2016,US,United States,Breast Cancer,Incidence,Average Annual Number,241597,Gender,Female,4.7
2016,US,United States,Breast Cancer,Mortality,Average Annual Number,41246,Gender,Female,4.7
2016,US,United States,Breast Cancer,Incidence,Average Annual Number,19803,Race/Ethnicity,Hispanic,4.7
2016,US,United States,Breast Cancer,Mortality,Average Annual Number,2760,Race/Ethnicity,Hispanic,4.7
2016,US,United States,Breast Cancer,Mortality,Average Annual Number,41246,Overall,Overall,4.7
2016,US,United States,Breast Cancer,Incidence,Average Annual Number,241597,Overall,Overall,4.7
2016,US,United States,Breast Cancer,Mortality,Average Annual Number,30941,Race/Ethnicity,"White, non-Hispanic",4.7
2016,US,United States,Breast Cancer,Incidence,Average Annual Number,181716,Race/Ethnicity,"White, non-Hispanic",4.7
2017,US,United States,Breast Cancer,Mortality,Average Annual Number,6198,Race/Ethnicity,"Black, non-Hispanic",4.1
2017,US,United States,Breast Cancer,Incidence,Average Annual Number,28271,Race/Ethnicity,"Black, non-Hispanic",4.1
2017,US,United States,Breast Cancer,Incidence,Average Annual Number,246425,Gender,Female,4.1
2017,US,United States,Breast Cancer,Mortality,Average Annual Number,41416,Gender,Female,4.1
2017,US,United States,Breast Cancer,Mortality,Average Annual Number,2834,Race/Ethnicity,Hispanic,4.1
2017,US,United States,Breast Cancer,Incidence,Average Annual Number,20800,Race/Ethnicity,Hispanic,4.1
2017,US,United States,Breast Cancer,Mortality,Average Annual Number,41416,Overall,Overall,4.1
2017,US,United States,Breast Cancer,Incidence,Average Annual Number,246425,Overall,Overall,4.1
2017,US,United States,Breast Cancer,Mortality,Average Annual Number,30914,Race/Ethnicity,"White, non-Hispanic",4.1
2017,US,United States,Breast Cancer,Incidence,Average Annual Number,184160,Race/Ethnicity,"White, non-Hispanic",4.1
2018,US,United States,Breast Cancer,Mortality,Average Annual Number,6284,Race/Ethnicity,"Black, non-Hispanic",3.9
2018,US,United States,Breast Cancer,Incidence,Average Annual Number,28729,Race/Ethnicity,"Black, non-Hispanic",3.9
2018,US,United States,Breast Cancer,Mortality,Average Annual Number,41737,Gender,Female,3.9
2018,US,United States,Breast Cancer,Incidence,Average Annual Number,250580,Gender,Female,3.9
2018,US,United States,Breast Cancer,Mortality,Average Annual Number,2914,Race/Ethnicity,Hispanic,3.9
2018,US,United States,Breast Cancer,Incidence,Average Annual Number,21678,Race/Ethnicity,Hispanic,3.9
2018,US,United States,Breast Cancer,Incidence,Average Annual Number,250580,Overall,Overall,3.9
2018,US,United States,Breast Cancer,Mortality,Average Annual Number,41737,Overall,Overall,3.9
2018,US,United States,Breast Cancer,Mortality,Average Annual Number,30983,Race/Ethnicity,"White, non-Hispanic",3.9
2018,US,United States,Breast Cancer,Incidence,Average Annual Number,186269,Race/Ethnicity,"White, non-Hispanic",3.9
2019,US,United States,Breast Cancer,Mortality,Average Annual Number,6379,Race/Ethnicity,"Black, non-Hispanic",3.6
2019,US,United States,Breast Cancer,Incidence,Average Annual Number,29278,Race/Ethnicity,"Black, non-Hispanic",3.6
2019,US,United States,Breast Cancer,Incidence,Average Annual Number,255045,Gender,Female,3.6
2019,US,United States,Breast Cancer,Mortality,Average Annual Number,41950,Gender,Female,3.6
2019,US,United States,Breast Cancer,Incidence,Average Annual Number,22734,Race/Ethnicity,Hispanic,3.6
2019,US,United States,Breast Cancer,Mortality,Average Annual Number,3009,Race/Ethnicity,Hispanic,3.6
2019,US,United States,Breast Cancer,Incidence,Average Annual Number,255045,Overall,Overall,3.6
2019,US,United States,Breast Cancer,Mortality,Average Annual Number,41950,Overall,Overall,3.6
2019,US,United States,Breast Cancer,Incidence,Average Annual Number,188372,Race/Ethnicity,"White, non-Hispanic",3.6
2019,US,United States,Breast Cancer,Mortality,Average Annual Number,30958,Race/Ethnicity,"White, non-Hispanic",3.6
2015,UT,Utah,Breast Cancer,Incidence,Average Annual Number,8,Race/Ethnicity,"Black, non-Hispanic",3.6
2015,UT,Utah,Breast Cancer,Mortality,Average Annual Number,256,Gender,Female,3.6
2015,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1451,Gender,Female,3.6
2015,UT,Utah,Breast Cancer,Incidence,Average Annual Number,108,Race/Ethnicity,Hispanic,3.6
2015,UT,Utah,Breast Cancer,Mortality,Average Annual Number,10,Race/Ethnicity,Hispanic,3.6
2015,UT,Utah,Breast Cancer,Mortality,Average Annual Number,256,Overall,Overall,3.6
2015,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1451,Overall,Overall,3.6
2015,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1289,Race/Ethnicity,"White, non-Hispanic",3.6
2015,UT,Utah,Breast Cancer,Mortality,Average Annual Number,235,Race/Ethnicity,"White, non-Hispanic",3.6
2016,UT,Utah,Breast Cancer,Incidence,Average Annual Number,7,Race/Ethnicity,"Black, non-Hispanic",3.5
2016,UT,Utah,Breast Cancer,Mortality,Average Annual Number,259,Gender,Female,3.5
2016,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1485,Gender,Female,3.5
2016,UT,Utah,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,Hispanic,3.5
2016,UT,Utah,Breast Cancer,Incidence,Average Annual Number,117,Race/Ethnicity,Hispanic,3.5
2016,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1485,Overall,Overall,3.5
2016,UT,Utah,Breast Cancer,Mortality,Average Annual Number,259,Overall,Overall,3.5
2016,UT,Utah,Breast Cancer,Mortality,Average Annual Number,237,Race/Ethnicity,"White, non-Hispanic",3.5
2016,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1313,Race/Ethnicity,"White, non-Hispanic",3.5
2017,UT,Utah,Breast Cancer,Incidence,Average Annual Number,8,Race/Ethnicity,"Black, non-Hispanic",3.2
2017,UT,Utah,Breast Cancer,Mortality,Average Annual Number,265,Gender,Female,3.2
2017,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1517,Gender,Female,3.2
2017,UT,Utah,Breast Cancer,Incidence,Average Annual Number,127,Race/Ethnicity,Hispanic,3.2
2017,UT,Utah,Breast Cancer,Mortality,Average Annual Number,11,Race/Ethnicity,Hispanic,3.2
2017,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1517,Overall,Overall,3.2
2017,UT,Utah,Breast Cancer,Mortality,Average Annual Number,265,Overall,Overall,3.2
2017,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1335,Race/Ethnicity,"White, non-Hispanic",3.2
2017,UT,Utah,Breast Cancer,Mortality,Average Annual Number,243,Race/Ethnicity,"White, non-Hispanic",3.2
2018,UT,Utah,Breast Cancer,Incidence,Average Annual Number,9,Race/Ethnicity,"Black, non-Hispanic",3
2018,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1576,Gender,Female,3
2018,UT,Utah,Breast Cancer,Mortality,Average Annual Number,272,Gender,Female,3
2018,UT,Utah,Breast Cancer,Mortality,Average Annual Number,14,Race/Ethnicity,Hispanic,3
2018,UT,Utah,Breast Cancer,Incidence,Average Annual Number,139,Race/Ethnicity,Hispanic,3
2018,UT,Utah,Breast Cancer,Mortality,Average Annual Number,272,Overall,Overall,3
2018,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1576,Overall,Overall,3
2018,UT,Utah,Breast Cancer,Mortality,Average Annual Number,246,Race/Ethnicity,"White, non-Hispanic",3
2018,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1380,Race/Ethnicity,"White, non-Hispanic",3
2019,UT,Utah,Breast Cancer,Incidence,Average Annual Number,8,Race/Ethnicity,"Black, non-Hispanic",2.8
2019,UT,Utah,Breast Cancer,Mortality,Average Annual Number,276,Gender,Female,2.8
2019,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1620,Gender,Female,2.8
2019,UT,Utah,Breast Cancer,Incidence,Average Annual Number,147,Race/Ethnicity,Hispanic,2.8
2019,UT,Utah,Breast Cancer,Mortality,Average Annual Number,16,Race/Ethnicity,Hispanic,2.8
2019,UT,Utah,Breast Cancer,Mortality,Average Annual Number,276,Overall,Overall,2.8
2019,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1620,Overall,Overall,2.8
2019,UT,Utah,Breast Cancer,Incidence,Average Annual Number,1417,Race/Ethnicity,"White, non-Hispanic",2.8
2019,UT,Utah,Breast Cancer,Mortality,Average Annual Number,250,Race/Ethnicity,"White, non-Hispanic",2.8
2015,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,259,Race/Ethnicity,"Black, non-Hispanic",4.8
2015,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,1205,Race/Ethnicity,"Black, non-Hispanic",4.8
2015,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6265,Gender,Female,4.8
2015,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1085,Gender,Female,4.8
2015,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,22,Race/Ethnicity,Hispanic,4.8
2015,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,178,Race/Ethnicity,Hispanic,4.8
2015,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6265,Overall,Overall,4.8
2015,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1085,Overall,Overall,4.8
2015,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,4589,Race/Ethnicity,"White, non-Hispanic",4.8
2015,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,774,Race/Ethnicity,"White, non-Hispanic",4.8
2016,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,1226,Race/Ethnicity,"Black, non-Hispanic",4
2016,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,261,Race/Ethnicity,"Black, non-Hispanic",4
2016,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6375,Gender,Female,4
2016,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1091,Gender,Female,4
2016,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,185,Race/Ethnicity,Hispanic,4
2016,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,Hispanic,4
2016,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1091,Overall,Overall,4
2016,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6375,Overall,Overall,4
2016,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,4647,Race/Ethnicity,"White, non-Hispanic",4
2016,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,778,Race/Ethnicity,"White, non-Hispanic",4
2017,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,268,Race/Ethnicity,"Black, non-Hispanic",4
2017,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,1244,Race/Ethnicity,"Black, non-Hispanic",4
2017,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6443,Gender,Female,4
2017,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1119,Gender,Female,4
2017,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,20,Race/Ethnicity,Hispanic,4
2017,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,193,Race/Ethnicity,Hispanic,4
2017,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6443,Overall,Overall,4
2017,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1119,Overall,Overall,4
2017,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,4666,Race/Ethnicity,"White, non-Hispanic",4
2017,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,799,Race/Ethnicity,"White, non-Hispanic",4
2018,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,268,Race/Ethnicity,"Black, non-Hispanic",3.4
2018,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,1273,Race/Ethnicity,"Black, non-Hispanic",3.4
2018,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6495,Gender,Female,3.4
2018,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1136,Gender,Female,3.4
2018,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,200,Race/Ethnicity,Hispanic,3.4
2018,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,24,Race/Ethnicity,Hispanic,3.4
2018,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6495,Overall,Overall,3.4
2018,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1136,Overall,Overall,3.4
2018,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,4675,Race/Ethnicity,"White, non-Hispanic",3.4
2018,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,810,Race/Ethnicity,"White, non-Hispanic",3.4
2019,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,1274,Race/Ethnicity,"Black, non-Hispanic",3.1
2019,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,271,Race/Ethnicity,"Black, non-Hispanic",3.1
2019,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1129,Gender,Female,3.1
2019,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6558,Gender,Female,3.1
2019,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,209,Race/Ethnicity,Hispanic,3.1
2019,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,25,Race/Ethnicity,Hispanic,3.1
2019,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,1129,Overall,Overall,3.1
2019,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,6558,Overall,Overall,3.1
2019,VA,Virginia,Breast Cancer,Incidence,Average Annual Number,4704,Race/Ethnicity,"White, non-Hispanic",3.1
2019,VA,Virginia,Breast Cancer,Mortality,Average Annual Number,797,Race/Ethnicity,"White, non-Hispanic",3.1
2015,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,84,Gender,Female,3.8
2015,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,543,Gender,Female,3.8
2015,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,543,Overall,Overall,3.8
2015,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,84,Overall,Overall,3.8
2015,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,530,Race/Ethnicity,"White, non-Hispanic",3.8
2015,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,82,Race/Ethnicity,"White, non-Hispanic",3.8
2016,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,80,Gender,Female,3.2
2016,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,552,Gender,Female,3.2
2016,VT,Vermont,Breast Cancer,Mortality,Average Annual Number,80,Overall,Overall,3.2
2016,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,552,Overall,Overall,3.2
2016,VT,Vermont,Breast Cancer,Incidence,Average Annual Number,540,Race/Ethnicity,"White, non-Hispanic",3.2
