Year,LocationAbbr,LocationDesc,Topic,Question,DataValueType,DataValue,StratificationCategory1,Stratification1
2017,FL,Florida,Breast Cancer,mortality,Average Annual Number,418,Race,Black
2018,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,458,Race,White
2015,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,76,Race,Hispanic
2017,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,36,Race,Black
2015,US,United States,Breast Cancer,mortality,Average Annual Number,41134,Overall,Overall
2014,NH,New Hampshire,Breast Cancer,mortality,Average Annual Number,178,Overall,Overall
2016,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,656,Gender,Female
2019,NY,New York,Breast Cancer,mortality,Average Annual Number,1708,Race,White
2019,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,48,Race,Black
2014,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,104,Race,White
2012,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,203,Race,Black
2018,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1406,Gender,Female
2012,KS,Kansas,Breast Cancer,mortality,Average Annual Number,369,Overall,Overall
2015,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1323,Gender,Female
2019,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,164,Overall,Overall
2016,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,122,Race,White
2019,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,187,Race,Black
2015,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2014,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,368,Overall,Overall
2017,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,406,Overall,Overall
2019,VT,Vermont,Breast Cancer,mortality,Average Annual Number,82,Race,White
2016,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,686,Gender,Female
2012,CO,Colorado,Breast Cancer,mortality,Average Annual Number,531,Gender,Female
2018,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,631,Gender,Female
2012,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,42,Race,Hispanic
2012,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,521,Gender,Female
2017,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,827,Gender,Female
2014,IN,Indiana,Breast Cancer,mortality,Average Annual Number,87,Race,Black
2018,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,5,Race,Hispanic
2014,WA,Washington,Breast Cancer,incidence,Average Annual Number,190,Race,Hispanic
2018,US,United States,Breast Cancer,incidence,Average Annual Number,21678,Race,Hispanic
2018,KS,Kansas,Breast Cancer,mortality,Average Annual Number,11,Race,Hispanic
2019,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,11,Race,Black
2019,CA,California,Breast Cancer,mortality,Average Annual Number,4493,Overall,Overall
2017,VT,Vermont,Breast Cancer,mortality,Average Annual Number,79,Gender,Female
2013,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1347,Gender,Female
2014,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,368,Gender,Female
2016,UT,Utah,Breast Cancer,incidence,Average Annual Number,117,Race,Hispanic
2019,NV,Nevada,Breast Cancer,mortality,Average Annual Number,383,Gender,Female
2017,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,8,Race,Hispanic
2014,NY,New York,Breast Cancer,mortality,Average Annual Number,2633,Gender,Female
2015,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,215,Race,Black
2014,UT,Utah,Breast Cancer,incidence,Average Annual Number,8,Race,Black
2018,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,319,Race,White
2017,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,135,Overall,Overall
2016,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,333,Race,White
2012,WA,Washington,Breast Cancer,incidence,Average Annual Number,5154,Gender,Female
2013,MT,Montana,Breast Cancer,mortality,Average Annual Number,130,Race,White
2013,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,227,Overall,Overall
2012,CA,California,Breast Cancer,mortality,Average Annual Number,4319,Overall,Overall
2013,CO,Colorado,Breast Cancer,mortality,Average Annual Number,540,Gender,Female
2014,OR,Oregon,Breast Cancer,mortality,Average Annual Number,9,Race,Black
2019,OR,Oregon,Breast Cancer,mortality,Average Annual Number,15,Race,Hispanic
2013,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,241,Race,White
2017,ID,Idaho,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2012,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,45,Race,Hispanic
2018,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,658,Overall,Overall
2017,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,83,Gender,Female
2014,VA,Virginia,Breast Cancer,incidence,Average Annual Number,6105,Overall,Overall
2013,VT,Vermont,Breast Cancer,mortality,Average Annual Number,79,Race,White
2015,CO,Colorado,Breast Cancer,mortality,Average Annual Number,559,Overall,Overall
2013,WA,Washington,Breast Cancer,mortality,Average Annual Number,725,Race,White
2014,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,133,Overall,Overall
2018,OR,Oregon,Breast Cancer,mortality,Average Annual Number,541,Gender,Female
2016,NJ,New Jersey,Breast Cancer,incidence,Average Annual Number,7495,Overall,Overall
2014,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,414,Gender,Female
2017,OH,Ohio,Breast Cancer,mortality,Average Annual Number,14,Race,Hispanic
2016,IA,Iowa,Breast Cancer,mortality,Average Annual Number,387,Race,White
2018,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2019,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,555,Overall,Overall
2013,MO,Missouri,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2012,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2012,WY,Wyoming,Breast Cancer,mortality,Average Annual Number,63,Gender,Female
2016,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,534,Overall,Overall
2016,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,628,Overall,Overall
2019,AL,Alabama,Breast Cancer,mortality,Average Annual Number,709,Overall,Overall
2017,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,1006,Race,Black
2014,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,80,Race,Hispanic
2016,WA,Washington,Breast Cancer,incidence,Average Annual Number,5629,Gender,Female
2017,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,1346,Gender,Female
2013,AL,Alabama,Breast Cancer,mortality,Average Annual Number,199,Race,Black
2016,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,4190,Race,White
2013,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,353,Overall,Overall
2018,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,846,Race,White
2015,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,427,Overall,Overall
2015,ID,Idaho,Breast Cancer,mortality,Average Annual Number,188,Gender,Female
2014,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,18,Race,Black
2016,MT,Montana,Breast Cancer,mortality,Average Annual Number,137,Gender,Female
2017,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1496,Overall,Overall
2016,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,435,Gender,Female
2017,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,11,Race,Black
2018,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,1677,Race,White
2015,MT,Montana,Breast Cancer,mortality,Average Annual Number,137,Overall,Overall
2018,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,4800,Overall,Overall
2014,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1333,Overall,Overall
2015,MO,Missouri,Breast Cancer,mortality,Average Annual Number,738,Race,White
2019,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,12,Race,Black
2013,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,325,Race,Black
2014,FL,Florida,Breast Cancer,mortality,Average Annual Number,2840,Gender,Female
2013,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,2060,Gender,Female
2018,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,26,Race,Hispanic
2018,NV,Nevada,Breast Cancer,mortality,Average Annual Number,365,Overall,Overall
2013,OH,Ohio,Breast Cancer,mortality,Average Annual Number,10,Race,Hispanic
2019,MD,Maryland,Breast Cancer,mortality,Average Annual Number,20,Race,Hispanic
2012,VT,Vermont,Breast Cancer,incidence,Average Annual Number,518,Overall,Overall
2019,TX,Texas,Breast Cancer,incidence,Average Annual Number,10638,Race,White
2019,OR,Oregon,Breast Cancer,incidence,Average Annual Number,40,Race,Black
2014,GA,Georgia,Breast Cancer,mortality,Average Annual Number,19,Race,Hispanic
2017,VA,Virginia,Breast Cancer,mortality,Average Annual Number,20,Race,Hispanic
2014,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,289,Overall,Overall
2015,NH,New Hampshire,Breast Cancer,mortality,Average Annual Number,176,Gender,Female
2019,AK,Alaska,Breast Cancer,mortality,Average Annual Number,63,Gender,Female
2013,TX,Texas,Breast Cancer,incidence,Average Annual Number,3148,Race,Hispanic
2016,CO,Colorado,Breast Cancer,mortality,Average Annual Number,26,Race,Black
2013,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,36,Race,White
2019,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,366,Race,White
2012,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1665,Overall,Overall
2013,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,590,Race,White
2018,MA,Massachusetts,Breast Cancer,mortality,Average Annual Number,816,Gender,Female
2017,OR,Oregon,Breast Cancer,mortality,Average Annual Number,498,Race,White
2019,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,2319,Race,White
2018,NV,Nevada,Breast Cancer,incidence,Average Annual Number,120,Race,Black
2019,ID,Idaho,Breast Cancer,mortality,Average Annual Number,209,Race,White
2016,OR,Oregon,Breast Cancer,mortality,Average Annual Number,16,Race,Hispanic
2012,OR,Oregon,Breast Cancer,mortality,Average Annual Number,509,Gender,Female
2019,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,987,Overall,Overall
2014,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,882,Overall,Overall
2014,US,United States,Breast Cancer,incidence,Average Annual Number,26160,Race,Black
2015,AL,Alabama,Breast Cancer,mortality,Average Annual Number,679,Gender,Female
2014,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,79,Race,White
2017,OR,Oregon,Breast Cancer,mortality,Average Annual Number,10,Race,Black
2014,CO,Colorado,Breast Cancer,mortality,Average Annual Number,22,Race,Black
2016,US,United States,Breast Cancer,mortality,Average Annual Number,30941,Race,White
2013,CA,California,Breast Cancer,mortality,Average Annual Number,2826,Race,White
2017,WA,Washington,Breast Cancer,incidence,Average Annual Number,5724,Gender,Female
2017,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,106,Gender,Female
2013,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3076,Overall,Overall
2016,NY,New York,Breast Cancer,mortality,Average Annual Number,1765,Race,White
2013,VT,Vermont,Breast Cancer,incidence,Average Annual Number,524,Gender,Female
2013,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,86,Overall,Overall
2014,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,471,Overall,Overall
2013,US,United States,Breast Cancer,incidence,Average Annual Number,17073,Race,Hispanic
2017,OR,Oregon,Breast Cancer,incidence,Average Annual Number,139,Race,Hispanic
2016,TX,Texas,Breast Cancer,incidence,Average Annual Number,15996,Overall,Overall
2015,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,980,Race,Black
2015,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,2011,Overall,Overall
2015,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,3,Race,Black
2017,VA,Virginia,Breast Cancer,incidence,Average Annual Number,193,Race,Hispanic
2013,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,1275,Overall,Overall
2015,IL,Illinois,Breast Cancer,mortality,Average Annual Number,1785,Overall,Overall
2019,ID,Idaho,Breast Cancer,mortality,Average Annual Number,217,Overall,Overall
2016,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2018,MO,Missouri,Breast Cancer,mortality,Average Annual Number,860,Gender,Female
2015,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,10,Race,Hispanic
2013,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,656,Overall,Overall
2014,CA,California,Breast Cancer,mortality,Average Annual Number,4360,Overall,Overall
2016,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,989,Race,Black
2019,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1269,Gender,Female
2013,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,632,Overall,Overall
2017,US,United States,Breast Cancer,incidence,Average Annual Number,28271,Race,Black
2019,TX,Texas,Breast Cancer,incidence,Average Annual Number,17596,Overall,Overall
2018,AK,Alaska,Breast Cancer,mortality,Average Annual Number,46,Race,White
2013,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,708,Race,White
2013,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,7,Race,Black
2017,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,4107,Overall,Overall
2018,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,7,Race,Hispanic
2019,MN,Minnesota,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2015,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,447,Race,White
2015,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,5,Race,Hispanic
2018,WA,Washington,Breast Cancer,incidence,Average Annual Number,255,Race,Hispanic
2019,VA,Virginia,Breast Cancer,mortality,Average Annual Number,25,Race,Hispanic
2019,OK,Oklahoma,Breast Cancer,mortality,Average Annual Number,45,Race,Black
2012,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,89,Gender,Female
2013,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,108,Overall,Overall
2016,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,743,Gender,Female
2012,CA,California,Breast Cancer,mortality,Average Annual Number,663,Race,Hispanic
2016,TX,Texas,Breast Cancer,incidence,Average Annual Number,9926,Race,White
2019,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,359,Race,Black
2018,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,100,Race,Hispanic
2016,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,1313,Gender,Female
2017,AK,Alaska,Breast Cancer,mortality,Average Annual Number,65,Overall,Overall
2016,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,89,Race,Hispanic
2017,DE,Delaware,Breast Cancer,mortality,Average Annual Number,140,Gender,Female
2017,DC,District of Columbia,Breast Cancer,mortality,Average Annual Number,20,Race,White
2015,NC,North Carolina,Breast Cancer,mortality,Average Annual Number,1313,Overall,Overall
2019,AR,Arkansas,Breast Cancer,mortality,Average Annual Number,390,Overall,Overall
2013,AL,Alabama,Breast Cancer,mortality,Average Annual Number,668,Overall,Overall
2012,OR,Oregon,Breast Cancer,incidence,Average Annual Number,35,Race,Black
2014,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1732,Overall,Overall
2015,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,791,Overall,Overall
2012,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,896,Race,Black
2019,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,720,Gender,Female
2018,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1746,Gender,Female
2018,KS,Kansas,Breast Cancer,mortality,Average Annual Number,370,Overall,Overall
2015,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,7,Race,Hispanic
2014,IN,Indiana,Breast Cancer,mortality,Average Annual Number,772,Race,White
2019,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1482,Overall,Overall
2017,NV,Nevada,Breast Cancer,mortality,Average Annual Number,30,Race,Hispanic
2012,FL,Florida,Breast Cancer,mortality,Average Annual Number,2059,Race,White
2019,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2017,NV,Nevada,Breast Cancer,incidence,Average Annual Number,147,Race,Black
2016,CA,California,Breast Cancer,mortality,Average Annual Number,409,Race,Black
2016,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,101,Race,White
2018,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,46,Race,White
2015,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,144,Gender,Female
2017,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,378,Overall,Overall
2013,OR,Oregon,Breast Cancer,mortality,Average Annual Number,12,Race,Hispanic
2013,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,180,Race,Black
2014,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,109,Overall,Overall
2014,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,243,Overall,Overall
2019,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1200,Gender,Female
2015,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,243,Race,White
2014,UT,Utah,Breast Cancer,mortality,Average Annual Number,254,Gender,Female
2015,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1777,Gender,Female
2012,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,142,Gender,Female
2012,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,181,Race,Black
2015,VT,Vermont,Breast Cancer,mortality,Average Annual Number,84,Overall,Overall
2015,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,110,Gender,Female
2016,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,1996,Gender,Female
2014,AL,Alabama,Breast Cancer,mortality,Average Annual Number,672,Gender,Female
2013,NH,New Hampshire,Breast Cancer,mortality,Average Annual Number,169,Overall,Overall
2016,MO,Missouri,Breast Cancer,mortality,Average Annual Number,868,Gender,Female
2016,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,5,Race,Black
2015,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,4,Race,Hispanic
2015,WA,Washington,Breast Cancer,incidence,Average Annual Number,204,Race,Hispanic
2017,OH,Ohio,Breast Cancer,incidence,Average Annual Number,8343,Race,White
2017,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,9739,Race,White
2016,VA,Virginia,Breast Cancer,incidence,Average Annual Number,185,Race,Hispanic
2017,AL,Alabama,Breast Cancer,mortality,Average Annual Number,686,Gender,Female
2013,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,3,Race,Hispanic
2019,FL,Florida,Breast Cancer,mortality,Average Annual Number,2967,Gender,Female
2014,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1775,Overall,Overall
2017,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,259,Gender,Female
2015,GA,Georgia,Breast Cancer,mortality,Average Annual Number,750,Race,White
2014,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,71,Race,Hispanic
2018,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,9,Race,Black
2013,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,205,Race,Hispanic
2019,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,987,Gender,Female
2013,MD,Maryland,Breast Cancer,mortality,Average Annual Number,13,Race,Hispanic
2018,IA,Iowa,Breast Cancer,mortality,Average Annual Number,397,Gender,Female
2016,IN,Indiana,Breast Cancer,mortality,Average Annual Number,765,Race,White
2018,NJ,New Jersey,Breast Cancer,mortality,Average Annual Number,1274,Overall,Overall
2012,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,4277,Gender,Female
2015,OR,Oregon,Breast Cancer,mortality,Average Annual Number,9,Race,Black
2018,AL,Alabama,Breast Cancer,mortality,Average Annual Number,491,Race,White
2013,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,44,Race,Black
2019,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,600,Race,White
2014,NV,Nevada,Breast Cancer,mortality,Average Annual Number,22,Race,Hispanic
2017,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,1987,Gender,Female
2015,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2017,NE,Nebraska,Breast Cancer,mortality,Average Annual Number,243,Gender,Female
2012,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,2590,Race,White
2017,SD,South Dakota,Breast Cancer,mortality,Average Annual Number,106,Overall,Overall
2014,VA,Virginia,Breast Cancer,incidence,Average Annual Number,4499,Race,White
2013,NY,New York,Breast Cancer,mortality,Average Annual Number,464,Race,Black
2018,GA,Georgia,Breast Cancer,mortality,Average Annual Number,1285,Gender,Female
2015,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,921,Gender,Female
2015,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,616,Race,White
2018,NV,Nevada,Breast Cancer,incidence,Average Annual Number,1560,Overall,Overall
2012,NY,New York,Breast Cancer,mortality,Average Annual Number,215,Race,Hispanic
2014,VA,Virginia,Breast Cancer,incidence,Average Annual Number,1172,Race,Black
2012,VA,Virginia,Breast Cancer,incidence,Average Annual Number,146,Race,Hispanic
2017,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,462,Race,White
2018,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,4195,Gender,Female
2013,ND,North Dakota,Breast Cancer,mortality,Average Annual Number,82,Race,White
2015,FL,Florida,Breast Cancer,mortality,Average Annual Number,2840,Gender,Female
2014,OR,Oregon,Breast Cancer,incidence,Average Annual Number,2813,Race,White
2019,GA,Georgia,Breast Cancer,mortality,Average Annual Number,29,Race,Hispanic
2013,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,703,Race,Black
2014,SD,South Dakota,Breast Cancer,incidence,Average Annual Number,642,Gender,Female
2019,KY,Kentucky,Breast Cancer,mortality,Average Annual Number,4,Race,Hispanic
2017,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,4308,Race,White
2019,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,1969,Overall,Overall
2015,GA,Georgia,Breast Cancer,mortality,Average Annual Number,439,Race,Black
2019,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,76,Race,Hispanic
2014,HI,Hawaii,Breast Cancer,mortality,Average Annual Number,133,Gender,Female
2014,DE,Delaware,Breast Cancer,mortality,Average Annual Number,102,Race,White
2018,LA,Louisiana,Breast Cancer,mortality,Average Annual Number,397,Race,White
2014,CO,Colorado,Breast Cancer,mortality,Average Annual Number,459,Race,White
2019,VT,Vermont,Breast Cancer,incidence,Average Annual Number,4,Race,Hispanic
2012,NY,New York,Breast Cancer,incidence,Average Annual Number,1516,Race,Hispanic
2012,DE,Delaware,Breast Cancer,mortality,Average Annual Number,25,Race,Black
2018,WI,Wisconsin,Breast Cancer,incidence,Average Annual Number,88,Race,Hispanic
2014,NY,New York,Breast Cancer,incidence,Average Annual Number,10875,Race,White
2013,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,657,Gender,Female
2016,OH,Ohio,Breast Cancer,mortality,Average Annual Number,13,Race,Hispanic
2019,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,256,Race,White
2017,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,266,Race,Hispanic
2013,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,791,Race,White
2014,MS,Mississippi,Breast Cancer,mortality,Average Annual Number,429,Gender,Female
2015,IN,Indiana,Breast Cancer,mortality,Average Annual Number,872,Overall,Overall
2015,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,243,Gender,Female
2017,IN,Indiana,Breast Cancer,mortality,Average Annual Number,16,Race,Hispanic
2016,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,2904,Race,White
2019,US,United States,Breast Cancer,mortality,Average Annual Number,41950,Overall,Overall
2015,NM,New Mexico,Breast Cancer,incidence,Average Annual Number,1422,Overall,Overall
2016,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,30,Race,Black
2015,MD,Maryland,Breast Cancer,mortality,Average Annual Number,822,Gender,Female
2017,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1437,Race,White
2013,NY,New York,Breast Cancer,mortality,Average Annual Number,1886,Race,White
2012,PA,Pennsylvania,Breast Cancer,mortality,Average Annual Number,2081,Overall,Overall
2012,IL,Illinois,Breast Cancer,mortality,Average Annual Number,1773,Overall,Overall
2017,NY,New York,Breast Cancer,mortality,Average Annual Number,1735,Race,White
2015,MI,Michigan,Breast Cancer,mortality,Average Annual Number,1151,Race,White
2013,MI,Michigan,Breast Cancer,mortality,Average Annual Number,18,Race,Hispanic
2019,VT,Vermont,Breast Cancer,mortality,Average Annual Number,83,Overall,Overall
2016,OK,Oklahoma,Breast Cancer,incidence,Average Annual Number,2766,Overall,Overall
2018,ME,Maine,Breast Cancer,mortality,Average Annual Number,189,Gender,Female
2016,TX,Texas,Breast Cancer,incidence,Average Annual Number,1952,Race,Black
2013,WI,Wisconsin,Breast Cancer,mortality,Average Annual Number,767,Gender,Female
2016,UT,Utah,Breast Cancer,mortality,Average Annual Number,259,Overall,Overall
2012,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,10573,Gender,Female
2017,NH,New Hampshire,Breast Cancer,mortality,Average Annual Number,176,Overall,Overall
2015,MO,Missouri,Breast Cancer,mortality,Average Annual Number,873,Overall,Overall
2018,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,389,Gender,Female
2018,AL,Alabama,Breast Cancer,mortality,Average Annual Number,201,Race,Black
2015,AK,Alaska,Breast Cancer,mortality,Average Annual Number,45,Race,White
2015,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1473,Gender,Female
2019,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,842,Overall,Overall
2018,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,715,Overall,Overall
2013,RI,Rhode Island,Breast Cancer,mortality,Average Annual Number,129,Race,White
2013,AZ,Arizona,Breast Cancer,mortality,Average Annual Number,27,Race,Black
2012,WY,Wyoming,Breast Cancer,incidence,Average Annual Number,328,Race,White
2012,WV,West Virginia,Breast Cancer,incidence,Average Annual Number,1391,Gender,Female
2015,TX,Texas,Breast Cancer,mortality,Average Annual Number,451,Race,Black
2017,CT,Connecticut,Breast Cancer,mortality,Average Annual Number,451,Overall,Overall
2019,RI,Rhode Island,Breast Cancer,incidence,Average Annual Number,37,Race,Black
2019,IN,Indiana,Breast Cancer,mortality,Average Annual Number,879,Overall,Overall
2018,AK,Alaska,Breast Cancer,mortality,Average Annual Number,64,Gender,Female
2018,OR,Oregon,Breast Cancer,incidence,Average Annual Number,3003,Race,White
2019,CA,California,Breast Cancer,mortality,Average Annual Number,4493,Gender,Female
2016,NM,New Mexico,Breast Cancer,mortality,Average Annual Number,76,Race,Hispanic
2017,WV,West Virginia,Breast Cancer,mortality,Average Annual Number,289,Overall,Overall
2015,SC,South Carolina,Breast Cancer,mortality,Average Annual Number,6,Race,Hispanic
2012,OH,Ohio,Breast Cancer,mortality,Average Annual Number,1786,Gender,Female
2016,PA,Pennsylvania,Breast Cancer,incidence,Average Annual Number,11128,Gender,Female
2018,US,United States,Breast Cancer,incidence,Average Annual Number,250580,Overall,Overall
2014,SC,South Carolina,Breast Cancer,incidence,Average Annual Number,3769,Gender,Female
2019,GA,Georgia,Breast Cancer,mortality,Average Annual Number,762,Race,White
2013,TX,Texas,Breast Cancer,incidence,Average Annual Number,14885,Gender,Female
2017,TN,Tennessee,Breast Cancer,incidence,Average Annual Number,742,Race,Black
